date,year,month_number,day,month_name,quarter
2021-11-29,2021,11,29,November,Q4
2021-11-30,2021,11,30,November,Q4
2021-12-01,2021,12,1,December,Q4
2021-12-02,2021,12,2,December,Q4
2021-12-03,2021,12,3,December,Q4
2021-12-04,2021,12,4,December,Q4
2021-12-05,2021,12,5,December,Q4
2021-12-06,2021,12,6,December,Q4
2021-12-07,2021,12,7,December,Q4
2021-12-08,2021,12,8,December,Q4
2021-12-09,2021,12,9,December,Q4
2021-12-10,2021,12,10,December,Q4
2021-12-11,2021,12,11,December,Q4
2021-12-12,2021,12,12,December,Q4
2021-12-13,2021,12,13,December,Q4
2021-12-14,2021,12,14,December,Q4
2021-12-15,2021,12,15,December,Q4
2021-12-16,2021,12,16,December,Q4
2021-12-17,2021,12,17,December,Q4
2021-12-18,2021,12,18,December,Q4
2021-12-19,2021,12,19,December,Q4
2021-12-20,2021,12,20,December,Q4
2021-12-21,2021,12,21,December,Q4
2021-12-22,2021,12,22,December,Q4
2021-12-23,2021,12,23,December,Q4
2021-12-24,2021,12,24,December,Q4
2021-12-25,2021,12,25,December,Q4
2021-12-26,2021,12,26,December,Q4
2021-12-27,2021,12,27,December,Q4
2021-12-28,2021,12,28,December,Q4
2021-12-29,2021,12,29,December,Q4
2021-12-30,2021,12,30,December,Q4
2021-12-31,2021,12,31,December,Q4
2022-01-01,2022,1,1,January,Q1
2022-01-02,2022,1,2,January,Q1
2022-01-03,2022,1,3,January,Q1
2022-01-04,2022,1,4,January,Q1
2022-01-05,2022,1,5,January,Q1
2022-01-06,2022,1,6,January,Q1
2022-01-07,2022,1,7,January,Q1
2022-01-08,2022,1,8,January,Q1
2022-01-09,2022,1,9,January,Q1
2022-01-10,2022,1,10,January,Q1
2022-01-11,2022,1,11,January,Q1
2022-01-12,2022,1,12,January,Q1
2022-01-13,2022,1,13,January,Q1
2022-01-14,2022,1,14,January,Q1
2022-01-15,2022,1,15,January,Q1
2022-01-16,2022,1,16,January,Q1
2022-01-17,2022,1,17,January,Q1
2022-01-18,2022,1,18,January,Q1
2022-01-19,2022,1,19,January,Q1
2022-01-20,2022,1,20,January,Q1
2022-01-21,2022,1,21,January,Q1
2022-01-22,2022,1,22,January,Q1
2022-01-23,2022,1,23,January,Q1
2022-01-24,2022,1,24,January,Q1
2022-01-25,2022,1,25,January,Q1
2022-01-26,2022,1,26,January,Q1
2022-01-27,2022,1,27,January,Q1
2022-01-28,2022,1,28,January,Q1
2022-01-29,2022,1,29,January,Q1
2022-01-30,2022,1,30,January,Q1
2022-01-31,2022,1,31,January,Q1
2022-02-01,2022,2,1,February,Q1
2022-02-02,2022,2,2,February,Q1
2022-02-03,2022,2,3,February,Q1
2022-02-04,2022,2,4,February,Q1
2022-02-05,2022,2,5,February,Q1
2022-02-06,2022,2,6,February,Q1
2022-02-07,2022,2,7,February,Q1
2022-02-08,2022,2,8,February,Q1
2022-02-09,2022,2,9,February,Q1
2022-02-10,2022,2,10,February,Q1
2022-02-11,2022,2,11,February,Q1
2022-02-12,2022,2,12,February,Q1
2022-02-13,2022,2,13,February,Q1
2022-02-14,2022,2,14,February,Q1
2022-02-15,2022,2,15,February,Q1
2022-02-16,2022,2,16,February,Q1
2022-02-17,2022,2,17,February,Q1
2022-02-18,2022,2,18,February,Q1
2022-02-19,2022,2,19,February,Q1
2022-02-20,2022,2,20,February,Q1
2022-02-21,2022,2,21,February,Q1
2022-02-22,2022,2,22,February,Q1
2022-02-23,2022,2,23,February,Q1
2022-02-24,2022,2,24,February,Q1
2022-02-25,2022,2,25,February,Q1
2022-02-26,2022,2,26,February,Q1
2022-02-27,2022,2,27,February,Q1
2022-02-28,2022,2,28,February,Q1
2022-03-01,2022,3,1,March,Q1
2022-03-02,2022,3,2,March,Q1
2022-03-03,2022,3,3,March,Q1
2022-03-04,2022,3,4,March,Q1
2022-03-05,2022,3,5,March,Q1
2022-03-06,2022,3,6,March,Q1
2022-03-07,2022,3,7,March,Q1
2022-03-08,2022,3,8,March,Q1
2022-03-09,2022,3,9,March,Q1
2022-03-10,2022,3,10,March,Q1
2022-03-11,2022,3,11,March,Q1
2022-03-12,2022,3,12,March,Q1
2022-03-13,2022,3,13,March,Q1
2022-03-14,2022,3,14,March,Q1
2022-03-15,2022,3,15,March,Q1
2022-03-16,2022,3,16,March,Q1
2022-03-17,2022,3,17,March,Q1
2022-03-18,2022,3,18,March,Q1
2022-03-19,2022,3,19,March,Q1
2022-03-20,2022,3,20,March,Q1
2022-03-21,2022,3,21,March,Q1
2022-03-22,2022,3,22,March,Q1
2022-03-23,2022,3,23,March,Q1
2022-03-24,2022,3,24,March,Q1
2022-03-25,2022,3,25,March,Q1
2022-03-26,2022,3,26,March,Q1
2022-03-27,2022,3,27,March,Q1
2022-03-28,2022,3,28,March,Q1
2022-03-29,2022,3,29,March,Q1
2022-03-30,2022,3,30,March,Q1
2022-03-31,2022,3,31,March,Q1
2022-04-01,2022,4,1,April,Q2
2022-04-02,2022,4,2,April,Q2
2022-04-03,2022,4,3,April,Q2
2022-04-04,2022,4,4,April,Q2
2022-04-05,2022,4,5,April,Q2
2022-04-06,2022,4,6,April,Q2
2022-04-07,2022,4,7,April,Q2
2022-04-08,2022,4,8,April,Q2
2022-04-09,2022,4,9,April,Q2
2022-04-10,2022,4,10,April,Q2
2022-04-11,2022,4,11,April,Q2
2022-04-12,2022,4,12,April,Q2
2022-04-13,2022,4,13,April,Q2
2022-04-14,2022,4,14,April,Q2
2022-04-15,2022,4,15,April,Q2
2022-04-16,2022,4,16,April,Q2
2022-04-17,2022,4,17,April,Q2
2022-04-18,2022,4,18,April,Q2
2022-04-19,2022,4,19,April,Q2
2022-04-20,2022,4,20,April,Q2
2022-04-21,2022,4,21,April,Q2
2022-04-22,2022,4,22,April,Q2
2022-04-23,2022,4,23,April,Q2
2022-04-24,2022,4,24,April,Q2
2022-04-25,2022,4,25,April,Q2
2022-04-26,2022,4,26,April,Q2
2022-04-27,2022,4,27,April,Q2
2022-04-28,2022,4,28,April,Q2
2022-04-29,2022,4,29,April,Q2
2022-04-30,2022,4,30,April,Q2
2022-05-01,2022,5,1,May,Q2
2022-05-02,2022,5,2,May,Q2
2022-05-03,2022,5,3,May,Q2
2022-05-04,2022,5,4,May,Q2
2022-05-05,2022,5,5,May,Q2
2022-05-06,2022,5,6,May,Q2
2022-05-07,2022,5,7,May,Q2
2022-05-08,2022,5,8,May,Q2
2022-05-09,2022,5,9,May,Q2
2022-05-10,2022,5,10,May,Q2
2022-05-11,2022,5,11,May,Q2
2022-05-12,2022,5,12,May,Q2
2022-05-13,2022,5,13,May,Q2
2022-05-14,2022,5,14,May,Q2
2022-05-15,2022,5,15,May,Q2
2022-05-16,2022,5,16,May,Q2
2022-05-17,2022,5,17,May,Q2
2022-05-18,2022,5,18,May,Q2
2022-05-19,2022,5,19,May,Q2
2022-05-20,2022,5,20,May,Q2
2022-05-21,2022,5,21,May,Q2
2022-05-22,2022,5,22,May,Q2
2022-05-23,2022,5,23,May,Q2
2022-05-24,2022,5,24,May,Q2
2022-05-25,2022,5,25,May,Q2
2022-05-26,2022,5,26,May,Q2
2022-05-27,2022,5,27,May,Q2
2022-05-28,2022,5,28,May,Q2
2022-05-29,2022,5,29,May,Q2
2022-05-30,2022,5,30,May,Q2
2022-05-31,2022,5,31,May,Q2
2022-06-01,2022,6,1,June,Q2
2022-06-02,2022,6,2,June,Q2
2022-06-03,2022,6,3,June,Q2
2022-06-04,2022,6,4,June,Q2
2022-06-05,2022,6,5,June,Q2
2022-06-06,2022,6,6,June,Q2
2022-06-07,2022,6,7,June,Q2
2022-06-08,2022,6,8,June,Q2
2022-06-09,2022,6,9,June,Q2
2022-06-10,2022,6,10,June,Q2
2022-06-11,2022,6,11,June,Q2
2022-06-12,2022,6,12,June,Q2
2022-06-13,2022,6,13,June,Q2
2022-06-14,2022,6,14,June,Q2
2022-06-15,2022,6,15,June,Q2
2022-06-16,2022,6,16,June,Q2
2022-06-17,2022,6,17,June,Q2
2022-06-18,2022,6,18,June,Q2
2022-06-19,2022,6,19,June,Q2
2022-06-20,2022,6,20,June,Q2
2022-06-21,2022,6,21,June,Q2
2022-06-22,2022,6,22,June,Q2
2022-06-23,2022,6,23,June,Q2
2022-06-24,2022,6,24,June,Q2
2022-06-25,2022,6,25,June,Q2
2022-06-26,2022,6,26,June,Q2
2022-06-27,2022,6,27,June,Q2
2022-06-28,2022,6,28,June,Q2
2022-06-29,2022,6,29,June,Q2
2022-06-30,2022,6,30,June,Q2
2022-07-01,2022,7,1,July,Q3
2022-07-02,2022,7,2,July,Q3
2022-07-03,2022,7,3,July,Q3
2022-07-04,2022,7,4,July,Q3
2022-07-05,2022,7,5,July,Q3
2022-07-06,2022,7,6,July,Q3
2022-07-07,2022,7,7,July,Q3
2022-07-08,2022,7,8,July,Q3
2022-07-09,2022,7,9,July,Q3
2022-07-10,2022,7,10,July,Q3
2022-07-11,2022,7,11,July,Q3
2022-07-12,2022,7,12,July,Q3
2022-07-13,2022,7,13,July,Q3
2022-07-14,2022,7,14,July,Q3
2022-07-15,2022,7,15,July,Q3
2022-07-16,2022,7,16,July,Q3
2022-07-17,2022,7,17,July,Q3
2022-07-18,2022,7,18,July,Q3
2022-07-19,2022,7,19,July,Q3
2022-07-20,2022,7,20,July,Q3
2022-07-21,2022,7,21,July,Q3
2022-07-22,2022,7,22,July,Q3
2022-07-23,2022,7,23,July,Q3
2022-07-24,2022,7,24,July,Q3
2022-07-25,2022,7,25,July,Q3
2022-07-26,2022,7,26,July,Q3
2022-07-27,2022,7,27,July,Q3
2022-07-28,2022,7,28,July,Q3
2022-07-29,2022,7,29,July,Q3
2022-07-30,2022,7,30,July,Q3
2022-07-31,2022,7,31,July,Q3
2022-08-01,2022,8,1,August,Q3
2022-08-02,2022,8,2,August,Q3
2022-08-03,2022,8,3,August,Q3
2022-08-04,2022,8,4,August,Q3
2022-08-05,2022,8,5,August,Q3
2022-08-06,2022,8,6,August,Q3
2022-08-07,2022,8,7,August,Q3
2022-08-08,2022,8,8,August,Q3
2022-08-09,2022,8,9,August,Q3
2022-08-10,2022,8,10,August,Q3
2022-08-11,2022,8,11,August,Q3
2022-08-12,2022,8,12,August,Q3
2022-08-13,2022,8,13,August,Q3
2022-08-14,2022,8,14,August,Q3
2022-08-15,2022,8,15,August,Q3
2022-08-16,2022,8,16,August,Q3
2022-08-17,2022,8,17,August,Q3
2022-08-18,2022,8,18,August,Q3
2022-08-19,2022,8,19,August,Q3
2022-08-20,2022,8,20,August,Q3
2022-08-21,2022,8,21,August,Q3
2022-08-22,2022,8,22,August,Q3
2022-08-23,2022,8,23,August,Q3
2022-08-24,2022,8,24,August,Q3
2022-08-25,2022,8,25,August,Q3
2022-08-26,2022,8,26,August,Q3
2022-08-27,2022,8,27,August,Q3
2022-08-28,2022,8,28,August,Q3
2022-08-29,2022,8,29,August,Q3
2022-08-30,2022,8,30,August,Q3
2022-08-31,2022,8,31,August,Q3
2022-09-01,2022,9,1,September,Q3
2022-09-02,2022,9,2,September,Q3
2022-09-03,2022,9,3,September,Q3
2022-09-04,2022,9,4,September,Q3
2022-09-05,2022,9,5,September,Q3
2022-09-06,2022,9,6,September,Q3
2022-09-07,2022,9,7,September,Q3
2022-09-08,2022,9,8,September,Q3
2022-09-09,2022,9,9,September,Q3
2022-09-10,2022,9,10,September,Q3
2022-09-11,2022,9,11,September,Q3
2022-09-12,2022,9,12,September,Q3
2022-09-13,2022,9,13,September,Q3
2022-09-14,2022,9,14,September,Q3
2022-09-15,2022,9,15,September,Q3
2022-09-16,2022,9,16,September,Q3
2022-09-17,2022,9,17,September,Q3
2022-09-18,2022,9,18,September,Q3
2022-09-19,2022,9,19,September,Q3
2022-09-20,2022,9,20,September,Q3
2022-09-21,2022,9,21,September,Q3
2022-09-22,2022,9,22,September,Q3
2022-09-23,2022,9,23,September,Q3
2022-09-24,2022,9,24,September,Q3
2022-09-25,2022,9,25,September,Q3
2022-09-26,2022,9,26,September,Q3
2022-09-27,2022,9,27,September,Q3
2022-09-28,2022,9,28,September,Q3
2022-09-29,2022,9,29,September,Q3
2022-09-30,2022,9,30,September,Q3
2022-10-01,2022,10,1,October,Q4
2022-10-02,2022,10,2,October,Q4
2022-10-03,2022,10,3,October,Q4
2022-10-04,2022,10,4,October,Q4
2022-10-05,2022,10,5,October,Q4
2022-10-06,2022,10,6,October,Q4
2022-10-07,2022,10,7,October,Q4
2022-10-08,2022,10,8,October,Q4
2022-10-09,2022,10,9,October,Q4
2022-10-10,2022,10,10,October,Q4
2022-10-11,2022,10,11,October,Q4
2022-10-12,2022,10,12,October,Q4
2022-10-13,2022,10,13,October,Q4
2022-10-14,2022,10,14,October,Q4
2022-10-15,2022,10,15,October,Q4
2022-10-16,2022,10,16,October,Q4
2022-10-17,2022,10,17,October,Q4
2022-10-18,2022,10,18,October,Q4
2022-10-19,2022,10,19,October,Q4
2022-10-20,2022,10,20,October,Q4
2022-10-21,2022,10,21,October,Q4
2022-10-22,2022,10,22,October,Q4
2022-10-23,2022,10,23,October,Q4
2022-10-24,2022,10,24,October,Q4
2022-10-25,2022,10,25,October,Q4
2022-10-26,2022,10,26,October,Q4
2022-10-27,2022,10,27,October,Q4
2022-10-28,2022,10,28,October,Q4
2022-10-29,2022,10,29,October,Q4
2022-10-30,2022,10,30,October,Q4
2022-10-31,2022,10,31,October,Q4
2022-11-01,2022,11,1,November,Q4
2022-11-02,2022,11,2,November,Q4
2022-11-03,2022,11,3,November,Q4
2022-11-04,2022,11,4,November,Q4
2022-11-05,2022,11,5,November,Q4
2022-11-06,2022,11,6,November,Q4
2022-11-07,2022,11,7,November,Q4
2022-11-08,2022,11,8,November,Q4
2022-11-09,2022,11,9,November,Q4
2022-11-10,2022,11,10,November,Q4
2022-11-11,2022,11,11,November,Q4
2022-11-12,2022,11,12,November,Q4
2022-11-13,2022,11,13,November,Q4
2022-11-14,2022,11,14,November,Q4
2022-11-15,2022,11,15,November,Q4
2022-11-16,2022,11,16,November,Q4
2022-11-17,2022,11,17,November,Q4
2022-11-18,2022,11,18,November,Q4
2022-11-19,2022,11,19,November,Q4
2022-11-20,2022,11,20,November,Q4
2022-11-21,2022,11,21,November,Q4
2022-11-22,2022,11,22,November,Q4
2022-11-23,2022,11,23,November,Q4
2022-11-24,2022,11,24,November,Q4
2022-11-25,2022,11,25,November,Q4
2022-11-26,2022,11,26,November,Q4
2022-11-27,2022,11,27,November,Q4
2022-11-28,2022,11,28,November,Q4
2022-11-29,2022,11,29,November,Q4
2022-11-30,2022,11,30,November,Q4
2022-12-01,2022,12,1,December,Q4
2022-12-02,2022,12,2,December,Q4
2022-12-03,2022,12,3,December,Q4
2022-12-04,2022,12,4,December,Q4
2022-12-05,2022,12,5,December,Q4
2022-12-06,2022,12,6,December,Q4
2022-12-07,2022,12,7,December,Q4
2022-12-08,2022,12,8,December,Q4
2022-12-09,2022,12,9,December,Q4
2022-12-10,2022,12,10,December,Q4
2022-12-11,2022,12,11,December,Q4
2022-12-12,2022,12,12,December,Q4
2022-12-13,2022,12,13,December,Q4
2022-12-14,2022,12,14,December,Q4
2022-12-15,2022,12,15,December,Q4
2022-12-16,2022,12,16,December,Q4
2022-12-17,2022,12,17,December,Q4
2022-12-18,2022,12,18,December,Q4
2022-12-19,2022,12,19,December,Q4
2022-12-20,2022,12,20,December,Q4
2022-12-21,2022,12,21,December,Q4
2022-12-22,2022,12,22,December,Q4
2022-12-23,2022,12,23,December,Q4
2022-12-24,2022,12,24,December,Q4
2022-12-25,2022,12,25,December,Q4
2022-12-26,2022,12,26,December,Q4
2022-12-27,2022,12,27,December,Q4
2022-12-28,2022,12,28,December,Q4
2022-12-29,2022,12,29,December,Q4
2022-12-30,2022,12,30,December,Q4
2022-12-31,2022,12,31,December,Q4
2023-01-01,2023,1,1,January,Q1
2023-01-02,2023,1,2,January,Q1
2023-01-03,2023,1,3,January,Q1
2023-01-04,2023,1,4,January,Q1
2023-01-05,2023,1,5,January,Q1
2023-01-06,2023,1,6,January,Q1
2023-01-07,2023,1,7,January,Q1
2023-01-08,2023,1,8,January,Q1
2023-01-09,2023,1,9,January,Q1
2023-01-10,2023,1,10,January,Q1
2023-01-11,2023,1,11,January,Q1
2023-01-12,2023,1,12,January,Q1
2023-01-13,2023,1,13,January,Q1
2023-01-14,2023,1,14,January,Q1
2023-01-15,2023,1,15,January,Q1
2023-01-16,2023,1,16,January,Q1
2023-01-17,2023,1,17,January,Q1
2023-01-18,2023,1,18,January,Q1
2023-01-19,2023,1,19,January,Q1
2023-01-20,2023,1,20,January,Q1
2023-01-21,2023,1,21,January,Q1
2023-01-22,2023,1,22,January,Q1
2023-01-23,2023,1,23,January,Q1
2023-01-24,2023,1,24,January,Q1
2023-01-25,2023,1,25,January,Q1
2023-01-26,2023,1,26,January,Q1
2023-01-27,2023,1,27,January,Q1
2023-01-28,2023,1,28,January,Q1
2023-01-29,2023,1,29,January,Q1
2023-01-30,2023,1,30,January,Q1
2023-01-31,2023,1,31,January,Q1
2023-02-01,2023,2,1,February,Q1
2023-02-02,2023,2,2,February,Q1
2023-02-03,2023,2,3,February,Q1
2023-02-04,2023,2,4,February,Q1
2023-02-05,2023,2,5,February,Q1
2023-02-06,2023,2,6,February,Q1
2023-02-07,2023,2,7,February,Q1
2023-02-08,2023,2,8,February,Q1
2023-02-09,2023,2,9,February,Q1
2023-02-10,2023,2,10,February,Q1
2023-02-11,2023,2,11,February,Q1
2023-02-12,2023,2,12,February,Q1
2023-02-13,2023,2,13,February,Q1
2023-02-14,2023,2,14,February,Q1
2023-02-15,2023,2,15,February,Q1
2023-02-16,2023,2,16,February,Q1
2023-02-17,2023,2,17,February,Q1
2023-02-18,2023,2,18,February,Q1
2023-02-19,2023,2,19,February,Q1
2023-02-20,2023,2,20,February,Q1
2023-02-21,2023,2,21,February,Q1
2023-02-22,2023,2,22,February,Q1
2023-02-23,2023,2,23,February,Q1
2023-02-24,2023,2,24,February,Q1
2023-02-25,2023,2,25,February,Q1
2023-02-26,2023,2,26,February,Q1
2023-02-27,2023,2,27,February,Q1
2023-02-28,2023,2,28,February,Q1
2023-03-01,2023,3,1,March,Q1
2023-03-02,2023,3,2,March,Q1
2023-03-03,2023,3,3,March,Q1
2023-03-04,2023,3,4,March,Q1
2023-03-05,2023,3,5,March,Q1
2023-03-06,2023,3,6,March,Q1
2023-03-07,2023,3,7,March,Q1
2023-03-08,2023,3,8,March,Q1
2023-03-09,2023,3,9,March,Q1
2023-03-10,2023,3,10,March,Q1
2023-03-11,2023,3,11,March,Q1
2023-03-12,2023,3,12,March,Q1
2023-03-13,2023,3,13,March,Q1
2023-03-14,2023,3,14,March,Q1
2023-03-15,2023,3,15,March,Q1
2023-03-16,2023,3,16,March,Q1
2023-03-17,2023,3,17,March,Q1
2023-03-18,2023,3,18,March,Q1
2023-03-19,2023,3,19,March,Q1
2023-03-20,2023,3,20,March,Q1
2023-03-21,2023,3,21,March,Q1
2023-03-22,2023,3,22,March,Q1
2023-03-23,2023,3,23,March,Q1
2023-03-24,2023,3,24,March,Q1
2023-03-25,2023,3,25,March,Q1
2023-03-26,2023,3,26,March,Q1
2023-03-27,2023,3,27,March,Q1
2023-03-28,2023,3,28,March,Q1
2023-03-29,2023,3,29,March,Q1
2023-03-30,2023,3,30,March,Q1
2023-03-31,2023,3,31,March,Q1
2023-04-01,2023,4,1,April,Q2
2023-04-02,2023,4,2,April,Q2
2023-04-03,2023,4,3,April,Q2
2023-04-04,2023,4,4,April,Q2
2023-04-05,2023,4,5,April,Q2
2023-04-06,2023,4,6,April,Q2
2023-04-07,2023,4,7,April,Q2
2023-04-08,2023,4,8,April,Q2
2023-04-09,2023,4,9,April,Q2
2023-04-10,2023,4,10,April,Q2
2023-04-11,2023,4,11,April,Q2
2023-04-12,2023,4,12,April,Q2
2023-04-13,2023,4,13,April,Q2
2023-04-14,2023,4,14,April,Q2
2023-04-15,2023,4,15,April,Q2
2023-04-16,2023,4,16,April,Q2
2023-04-17,2023,4,17,April,Q2
2023-04-18,2023,4,18,April,Q2
2023-04-19,2023,4,19,April,Q2
2023-04-20,2023,4,20,April,Q2
2023-04-21,2023,4,21,April,Q2
2023-04-22,2023,4,22,April,Q2
2023-04-23,2023,4,23,April,Q2
2023-04-24,2023,4,24,April,Q2
2023-04-25,2023,4,25,April,Q2
2023-04-26,2023,4,26,April,Q2
2023-04-27,2023,4,27,April,Q2
2023-04-28,2023,4,28,April,Q2
2023-04-29,2023,4,29,April,Q2
2023-04-30,2023,4,30,April,Q2
2023-05-01,2023,5,1,May,Q2
2023-05-02,2023,5,2,May,Q2
2023-05-03,2023,5,3,May,Q2
2023-05-04,2023,5,4,May,Q2
2023-05-05,2023,5,5,May,Q2
2023-05-06,2023,5,6,May,Q2
2023-05-07,2023,5,7,May,Q2
2023-05-08,2023,5,8,May,Q2
2023-05-09,2023,5,9,May,Q2
2023-05-10,2023,5,10,May,Q2
2023-05-11,2023,5,11,May,Q2
2023-05-12,2023,5,12,May,Q2
2023-05-13,2023,5,13,May,Q2
2023-05-14,2023,5,14,May,Q2
2023-05-15,2023,5,15,May,Q2
2023-05-16,2023,5,16,May,Q2
2023-05-17,2023,5,17,May,Q2
2023-05-18,2023,5,18,May,Q2
2023-05-19,2023,5,19,May,Q2
2023-05-20,2023,5,20,May,Q2
2023-05-21,2023,5,21,May,Q2
2023-05-22,2023,5,22,May,Q2
2023-05-23,2023,5,23,May,Q2
2023-05-24,2023,5,24,May,Q2
2023-05-25,2023,5,25,May,Q2
2023-05-26,2023,5,26,May,Q2
2023-05-27,2023,5,27,May,Q2
2023-05-28,2023,5,28,May,Q2
2023-05-29,2023,5,29,May,Q2
2023-05-30,2023,5,30,May,Q2
2023-05-31,2023,5,31,May,Q2
2023-06-01,2023,6,1,June,Q2
2023-06-02,2023,6,2,June,Q2
2023-06-03,2023,6,3,June,Q2
2023-06-04,2023,6,4,June,Q2
2023-06-05,2023,6,5,June,Q2
2023-06-06,2023,6,6,June,Q2
2023-06-07,2023,6,7,June,Q2
2023-06-08,2023,6,8,June,Q2
2023-06-09,2023,6,9,June,Q2
2023-06-10,2023,6,10,June,Q2
2023-06-11,2023,6,11,June,Q2
2023-06-12,2023,6,12,June,Q2
2023-06-13,2023,6,13,June,Q2
2023-06-14,2023,6,14,June,Q2
2023-06-15,2023,6,15,June,Q2
2023-06-16,2023,6,16,June,Q2
2023-06-17,2023,6,17,June,Q2
2023-06-18,2023,6,18,June,Q2
2023-06-19,2023,6,19,June,Q2
2023-06-20,2023,6,20,June,Q2
2023-06-21,2023,6,21,June,Q2
2023-06-22,2023,6,22,June,Q2
2023-06-23,2023,6,23,June,Q2
2023-06-24,2023,6,24,June,Q2
2023-06-25,2023,6,25,June,Q2
2023-06-26,2023,6,26,June,Q2
2023-06-27,2023,6,27,June,Q2
2023-06-28,2023,6,28,June,Q2
2023-06-29,2023,6,29,June,Q2
2023-06-30,2023,6,30,June,Q2
2023-07-01,2023,7,1,July,Q3
2023-07-02,2023,7,2,July,Q3
2023-07-03,2023,7,3,July,Q3
2023-07-04,2023,7,4,July,Q3
2023-07-05,2023,7,5,July,Q3
2023-07-06,2023,7,6,July,Q3
2023-07-07,2023,7,7,July,Q3
2023-07-08,2023,7,8,July,Q3
2023-07-09,2023,7,9,July,Q3
2023-07-10,2023,7,10,July,Q3
2023-07-11,2023,7,11,July,Q3
2023-07-12,2023,7,12,July,Q3
2023-07-13,2023,7,13,July,Q3
2023-07-14,2023,7,14,July,Q3
2023-07-15,2023,7,15,July,Q3
2023-07-16,2023,7,16,July,Q3
2023-07-17,2023,7,17,July,Q3
2023-07-18,2023,7,18,July,Q3
2023-07-19,2023,7,19,July,Q3
2023-07-20,2023,7,20,July,Q3
2023-07-21,2023,7,21,July,Q3
2023-07-22,2023,7,22,July,Q3
2023-07-23,2023,7,23,July,Q3
2023-07-24,2023,7,24,July,Q3
2023-07-25,2023,7,25,July,Q3
2023-07-26,2023,7,26,July,Q3
2023-07-27,2023,7,27,July,Q3
2023-07-28,2023,7,28,July,Q3
2023-07-29,2023,7,29,July,Q3
2023-07-30,2023,7,30,July,Q3
2023-07-31,2023,7,31,July,Q3
2023-08-01,2023,8,1,August,Q3
2023-08-02,2023,8,2,August,Q3
2023-08-03,2023,8,3,August,Q3
2023-08-04,2023,8,4,August,Q3
2023-08-05,2023,8,5,August,Q3
2023-08-06,2023,8,6,August,Q3
2023-08-07,2023,8,7,August,Q3
2023-08-08,2023,8,8,August,Q3
2023-08-09,2023,8,9,August,Q3
2023-08-10,2023,8,10,August,Q3
2023-08-11,2023,8,11,August,Q3
2023-08-12,2023,8,12,August,Q3
2023-08-13,2023,8,13,August,Q3
2023-08-14,2023,8,14,August,Q3
2023-08-15,2023,8,15,August,Q3
2023-08-16,2023,8,16,August,Q3
2023-08-17,2023,8,17,August,Q3
2023-08-18,2023,8,18,August,Q3
2023-08-19,2023,8,19,August,Q3
2023-08-20,2023,8,20,August,Q3
2023-08-21,2023,8,21,August,Q3
2023-08-22,2023,8,22,August,Q3
2023-08-23,2023,8,23,August,Q3
2023-08-24,2023,8,24,August,Q3
2023-08-25,2023,8,25,August,Q3
2023-08-26,2023,8,26,August,Q3
2023-08-27,2023,8,27,August,Q3
2023-08-28,2023,8,28,August,Q3
2023-08-29,2023,8,29,August,Q3
2023-08-30,2023,8,30,August,Q3
2023-08-31,2023,8,31,August,Q3
2023-09-01,2023,9,1,September,Q3
2023-09-02,2023,9,2,September,Q3
2023-09-03,2023,9,3,September,Q3
2023-09-04,2023,9,4,September,Q3
2023-09-05,2023,9,5,September,Q3
2023-09-06,2023,9,6,September,Q3
2023-09-07,2023,9,7,September,Q3
2023-09-08,2023,9,8,September,Q3
2023-09-09,2023,9,9,September,Q3
2023-09-10,2023,9,10,September,Q3
2023-09-11,2023,9,11,September,Q3
2023-09-12,2023,9,12,September,Q3
2023-09-13,2023,9,13,September,Q3
2023-09-14,2023,9,14,September,Q3
2023-09-15,2023,9,15,September,Q3
2023-09-16,2023,9,16,September,Q3
2023-09-17,2023,9,17,September,Q3
2023-09-18,2023,9,18,September,Q3
2023-09-19,2023,9,19,September,Q3
2023-09-20,2023,9,20,September,Q3
2023-09-21,2023,9,21,September,Q3
2023-09-22,2023,9,22,September,Q3
2023-09-23,2023,9,23,September,Q3
2023-09-24,2023,9,24,September,Q3
2023-09-25,2023,9,25,September,Q3
2023-09-26,2023,9,26,September,Q3
2023-09-27,2023,9,27,September,Q3
2023-09-28,2023,9,28,September,Q3
2023-09-29,2023,9,29,September,Q3
2023-09-30,2023,9,30,September,Q3
2023-10-01,2023,10,1,October,Q4
2023-10-02,2023,10,2,October,Q4
2023-10-03,2023,10,3,October,Q4
2023-10-04,2023,10,4,October,Q4
2023-10-05,2023,10,5,October,Q4
2023-10-06,2023,10,6,October,Q4
2023-10-07,2023,10,7,October,Q4
2023-10-08,2023,10,8,October,Q4
2023-10-09,2023,10,9,October,Q4
2023-10-10,2023,10,10,October,Q4
2023-10-11,2023,10,11,October,Q4
2023-10-12,2023,10,12,October,Q4
2023-10-13,2023,10,13,October,Q4
2023-10-14,2023,10,14,October,Q4
2023-10-15,2023,10,15,October,Q4
2023-10-16,2023,10,16,October,Q4
2023-10-17,2023,10,17,October,Q4
2023-10-18,2023,10,18,October,Q4
2023-10-19,2023,10,19,October,Q4
2023-10-20,2023,10,20,October,Q4
2023-10-21,2023,10,21,October,Q4
2023-10-22,2023,10,22,October,Q4
2023-10-23,2023,10,23,October,Q4
2023-10-24,2023,10,24,October,Q4
2023-10-25,2023,10,25,October,Q4
2023-10-26,2023,10,26,October,Q4
2023-10-27,2023,10,27,October,Q4
2023-10-28,2023,10,28,October,Q4
